Price (TL),Room,Size (m²),Building Age,IL,ILCE,Neighborhood
19000,3+1,135,13.0,Ankara,Etimesgut,Turkuaz Mah.
22500,2+1,90,30.0,Ankara,Etimesgut,İstasyon Mah.
17500,2+1,120,15.0,Ankara,Keçiören,Etlik Mah.
24000,2+1,115,15.0,Ankara,Çankaya,Kırkkonaklar Mah.
20500,3+1,100,15.0,Ankara,Altındağ,Güneşevler Mah.
17000,2+1,110,12.0,Ankara,Yenimahalle,Anadolu Mah.
25000,3+1,125,10.0,Ankara,Keçiören,Esertepe Mah.
25000,3+1,125,10.0,Ankara,Keçiören,Esertepe Mah.
18500,3+1,130,10.0,Ankara,Sincan,29 Ekim Mah.
16250,2+1,90,17.0,Ankara,Keçiören,Ayvalı Mah.
15750,1+1,60,26.0,Ankara,Etimesgut,Şeyh Şamil Mah.
15000,1+1,65,14.0,Ankara,Sincan,Fevzi Çakmak Mah.
28000,3+1,120,28.0,Ankara,Çankaya,Naci Çakır Mah.
16000,3+1,105,30.0,Ankara,Yenimahalle,Ergenekon Mah.
30000,4+1,170,25.0,Ankara,Çankaya,Karapınar Mah.
37500,4+1,250,20.0,Ankara,Çankaya,Sancak Mah.
23000,1+1,50,5.0,Ankara,Çankaya,Şehit Cevdet Özdemir Mah.
18000,3+1,115,30.0,Ankara,Keçiören,Etlik Mah.
53000,4+1,172,6.0,Ankara,Gölbaşı,Taşpınar Mah.
16500,3+1,115,8.0,Ankara,Sincan,Fevzi Çakmak Mah.
11000,2+1,100,10.0,Ankara,Altındağ,Karapürçek Mah.
41000,4+1,210,13.0,Ankara,Yenimahalle,Aşağı Yahyalar Mah.
15000,2+1,100,45.0,Ankara,Altındağ,Aydınlıkevler Mah.
13500,2+1,105,10.0,Ankara,Keçiören,Osmangazi Mah.
19500,3+1,130,25.0,Ankara,Keçiören,Basınevleri Mah.
40000,4+1,195,3.0,Ankara,Keçiören,Ovacık Mah.
36500,3+1,140,18.0,Ankara,Çankaya,Şehit Cengiz Karaca Mah.
17500,3+1,147,20.0,Ankara,Keçiören,Karakaya Mah.
22000,3+1,120,28.0,Ankara,Çankaya,Harbiye Mah.
17000,3+1,125,15.0,Ankara,Etimesgut,Süvari Mah.
15000,3+1,135,5.0,Ankara,Sincan,Alcı Mah.
45000,3+1,125,16.0,Ankara,Çankaya,Koru Mah.
13500,3+1,115,30.0,Ankara,Keçiören,Bağlarbaşı Mah.
30000,2+1,60,55.0,Ankara,Çankaya,Emek Mah.
19000,3+1,125,5.0,Ankara,Mamak,Kutlu Mah.
15000,2+1,85,45.0,Ankara,Altındağ,Örnek Mah.
16000,2+1,115,4.0,Ankara,Mamak,Durali Alıç Mah.
23500,2+1,110,30.0,Ankara,Çankaya,Harbiye Mah.
21000,3+1,140,7.0,Ankara,Mamak,Ortaköy Mah.
25000,3+1,120,7.0,Ankara,Çankaya,Aşıkpaşa Mah.
20000,3+1,127,22.0,Ankara,Keçiören,Kavacık Subayevleri Mah.
20000,3+1,145,,Ankara,Sincan,29 Ekim Mah.
27500,3+1,110,30.0,Ankara,Yenimahalle,Yunus Emre Mah.
22000,3+1,135,7.0,Ankara,Mamak,Akşemsettin Mah.
20500,3+1,115,30.0,Ankara,Çankaya,Harbiye Mah.
24500,3+1,120,35.0,Ankara,Yenimahalle,Demetevler Mah.
30000,3+1,130,18.0,Ankara,Çankaya,Çiğdem Mah.
20000,3+1,110,35.0,Ankara,Çankaya,Ön Cebeci Mah.
40000,4+1,200,7.0,Ankara,Yenimahalle,Turgut Özal Mah.
19500,2+1,100,25.0,Ankara,Çankaya,Büyükesat Mah.
24500,3+1,110,30.0,Ankara,Mamak,Abidinpaşa Mah.
18000,1+1,55,8.0,Ankara,Etimesgut,Şehit Osman Avcı Mah.
27000,2+1,65,,Ankara,Gölbaşı,Taşpınar Mah.
25000,3+1,130,15.0,Ankara,Yenimahalle,Batı Sitesi Mah.
35500,3+1,131,20.0,Ankara,Çankaya,Sancak Mah.
37950,3+1,142,27.0,Ankara,Çankaya,Kazım Özalp Mah.
20000,3+0,115,30.0,Ankara,Yenimahalle,Yeni Batı Mah.
33000,3+1,118,25.0,Ankara,Çankaya,Mebusevleri Mah.
42500,4+1,175,18.0,Ankara,Çankaya,Keklik Pınarı Mah.
25500,3+1,135,30.0,Ankara,Çankaya,Gaziosmanpaşa Mah.
18000,3+1,135,20.0,Ankara,Keçiören,Etlik Mah.
15000,3+1,120,8.0,Ankara,Keçiören,Şehit Kubilay Mah.
15000,3+1,118,12.0,Ankara,Etimesgut,Yapracık Mah.
18500,3+1,110,9.0,Ankara,Mamak,Durali Alıç Mah.
25000,2+1,75,1.0,Ankara,Gölbaşı,Kızılcaşar Mah.
23000,3+1,110,45.0,Ankara,Çankaya,Tınaztepe Mah.
60000,3+1,185,15.0,Ankara,Çankaya,Yıldızevler Mah.
32500,3+1,135,49.0,Ankara,Çankaya,Ümit Mah.
18000,3+1,125,16.0,Ankara,Keçiören,Yayla Mah.
19000,3+1,135,35.0,Ankara,Yenimahalle,Demetevler Mah.
26000,2+1,95,15.0,Ankara,Etimesgut,Devlet Mah.
35000,4+1,160,20.0,Ankara,Çankaya,Birlik Mah.
14000,3+1,115,16.0,Ankara,Sincan,29 Ekim Mah.
40000,4+1,200,,Ankara,Yenimahalle,Ata Mah.
25000,1+1,55,,Ankara,Çankaya,Ahlatlıbel Mah.
27000,4+1,150,15.0,Ankara,Keçiören,Etlik Mah.
21500,4+1,170,,Ankara,Mamak,Şahap Gürler Mah.
9000,2+1,100,30.0,Ankara,Keçiören,19 Mayıs Mah.
85000,4+1,232,5.0,Ankara,Çankaya,İlkbahar Mah.
40000,4+1,220,15.0,Ankara,Çankaya,Akpınar Mah.
60000,1+1,75,2.0,Ankara,Çankaya,Çukurambar Mah.
19000,3+1,140,35.0,Ankara,Keçiören,Emrah Mah.
13500,1+1,45,,Ankara,Çubuk,Esenboğa Merkez Mah.
19000,2+1,100,30.0,Ankara,Mamak,General Zeki Doğan Mah.
35000,4+1,185,15.0,Ankara,Çankaya,Birlik Mah.
14000,2+1,90,45.0,Ankara,Çankaya,Çamlıtepe Mah.
22000,3+1,115,35.0,Ankara,Keçiören,Kavacık Subayevleri Mah.
11000,2+1,85,11.0,Ankara,Etimesgut,Yapracık Mah.
35000,3+1,130,35.0,Ankara,Keçiören,Aşağı Eğlence Mah.
17500,3+1,110,50.0,Ankara,Mamak,Demirlibahçe Mah.
15500,3+1,120,28.0,Ankara,Sincan,Atatürk Mah.
17500,3+1,130,33.0,Ankara,Mamak,Balkiraz Mah.
10000,3+1,110,50.0,Ankara,Altındağ,Aydınlıkevler Mah.
43000,4+1,170,16.0,Ankara,Yenimahalle,Kardelen Mah.
40000,3+1,110,35.0,Ankara,Çankaya,İlkadım Mah.
16000,2+1,100,,Ankara,Sincan,Menderes Mah.
17500,2+1,100,5.0,Ankara,Etimesgut,Topçu Mah.
24000,3+1,115,20.0,Ankara,Çankaya,Bağcılar Mah.
30000,3+1,120,30.0,Ankara,Keçiören,Aşağı Eğlence Mah.
28500,3+1,135,20.0,Ankara,Çankaya,Küçükesat Mah.
33000,4+1,180,5.0,Ankara,Yenimahalle,Aşağı Yahyalar Mah.
15900,3+1,115,25.0,Ankara,Etimesgut,İstasyon Mah.
20000,3+1,135,20.0,Ankara,Sincan,Andiçen Mah.
11500,1+1,50,,Ankara,Çubuk,Dumlupınar Mah.
18000,3+1,120,25.0,Ankara,Keçiören,Güçlükaya Mah.
18500,2+1,110,15.0,Ankara,Keçiören,Kalaba Mah.
23000,3+1,130,10.0,Ankara,Pursaklar,Yunus Emre Mah.
23000,1+1,55,1.0,Ankara,Gölbaşı,Taşpınar Mah.
28000,3+1,140,24.0,Ankara,Keçiören,Basınevleri Mah.
21000,3+1,140,17.0,Ankara,Etimesgut,Piyade Mah.
17500,1+1,35,2.0,Ankara,Çankaya,Devlet Mah.
25000,3+1,120,20.0,Ankara,Çankaya,Sokullu Mehmet Paşa Mah.
20500,1+1,55,25.0,Ankara,Etimesgut,Şeyh Şamil Mah.
28000,3+1,90,30.0,Ankara,Çankaya,Şehit Cevdet Özdemir Mah.
22000,3+1,125,25.0,Ankara,Çankaya,Çiğdem Mah.
22000,1+1,65,,Ankara,Gölbaşı,Karşıyaka Mah.
16000,1+1,54,,Ankara,Gölbaşı,İncek Mah.
30000,3+1,130,20.0,Ankara,Çankaya,Dodurga Mah.
35000,3+1,120,27.0,Ankara,Çankaya,Sokullu Mehmet Paşa Mah.
37000,2+1,85,51.0,Ankara,Çankaya,Yücetepe Mah.
32000,3+1,130,20.0,Ankara,Çankaya,Ata Mah.
26000,3+1,110,45.0,Ankara,Çankaya,Ayrancı Mah.
15500,3+1,110,22.0,Ankara,Yenimahalle,Ergenekon Mah.
35000,3+1,150,4.0,Ankara,Yenimahalle,Turgut Özal Mah.
25000,2+1,80,45.0,Ankara,Çankaya,Maltepe Mah.
22000,2+1,105,45.0,Ankara,Çankaya,100. Yıl Mah.
15000,3+1,90,235.0,Ankara,Çankaya,Ön Cebeci Mah.
29500,1+1,45,2.0,Ankara,Çankaya,Gaziosmanpaşa Mah.
21500,2+1,80,40.0,Ankara,Çankaya,Çamlıtepe Mah.
32000,1+1,98,,Ankara,Yenimahalle,Emniyet Mah.
28000,3+1,125,28.0,Ankara,Çankaya,Aşağı Öveçler Mah.
50000,3+2,187,,Ankara,Keçiören,Ovacık Mah.
20000,Stüdyo,50,15.0,Ankara,Çankaya,İşçi Blokları Mah.
31000,2+1,80,3.0,Ankara,Yenimahalle,Ergazi Mah.
38000,2+1,75,,Ankara,Çankaya,Emek Mah.
13000,3+1,130,17.0,Ankara,Keçiören,Bağlarbaşı Mah.
20000,3+1,110,45.0,Ankara,Altındağ,Aydınlıkevler Mah.
15400,2+1,100,45.0,Ankara,Altındağ,Aydınlıkevler Mah.
29000,3+1,120,38.0,Ankara,Çankaya,Ayrancı Mah.
15000,3+1,125,21.0,Ankara,Sincan,Akşemsettin Mah.
30000,3+1,135,35.0,Ankara,Çankaya,İlkadım Mah.
16000,3+1,120,7.0,Ankara,Keçiören,Şehit Kubilay Mah.
32000,3+1,140,17.0,Ankara,Çankaya,Aşağı Öveçler Mah.
31000,3+1,125,31.0,Ankara,Çankaya,İşçi Blokları Mah.
24000,3+1,135,25.0,Ankara,Çankaya,Harbiye Mah.
18500,3+1,120,15.0,Ankara,Etimesgut,Süvari Mah.
27000,1+1,82,,Ankara,Çankaya,Beytepe Mah.
13000,3+1,145,,Ankara,Mamak,Zirvekent Mah.
40000,1+1,55,,Ankara,Çankaya,Maltepe Mah.
16000,1+1,65,33.0,Ankara,Etimesgut,Eryaman Mah.
17000,3+1,115,29.0,Ankara,Yenimahalle,Ergazi Mah.
23000,2+1,100,45.0,Ankara,Yenimahalle,Emniyet Mah.
15000,2+1,90,16.0,Ankara,Yenimahalle,Tepealtı Mah.
18500,2+1,75,40.0,Ankara,Çankaya,Emek Mah.
37500,3+1,95,2.0,Ankara,Çankaya,Anıttepe Mah.
13500,1+1,45,,Ankara,Çubuk,Dumlupınar Mah.
15000,3+1,120,27.0,Ankara,Sincan,Ulubatlı Hasan Mah.
18000,3+1,115,25.0,Ankara,Keçiören,Çiçekli Mah.
17500,3+1,120,20.0,Ankara,Keçiören,Adnan Menderes Mah.
30000,1+1,50,,Ankara,Çankaya,Kazım Özalp Mah.
21000,1+1,48,,Ankara,Gölbaşı,İncek Mah.
12000,2+1,135,20.0,Ankara,Mamak,General Zeki Doğan Mah.
17000,3+1,125,15.0,Ankara,Mamak,General Zeki Doğan Mah.
26000,3+1,165,,Ankara,Yenimahalle,Kuzey Yıldızı Mah.
18500,3+1,130,35.0,Ankara,Yenimahalle,Demetgül Mah.
26000,3+1,125,20.0,Ankara,Çankaya,Malazgirt Mah.
11500,2+1,85,42.0,Ankara,Altındağ,Aydınlıkevler Mah.
14000,3+1,110,32.0,Ankara,Mamak,Demirlibahçe Mah.
22000,5+1,110,35.0,Ankara,Çankaya,Oğuzlar Mah.
16000,3+1,110,20.0,Ankara,Mamak,Tuzluçayır Mah.
9500,Stüdyo,48,29.0,Ankara,Çankaya,İlkadım Mah.
20000,1+1,55,,Ankara,Sincan,Yeniçimşit Mah.
17000,3+1,120,30.0,Ankara,Keçiören,Etlik Mah.
45000,4+1,200,35.0,Ankara,Çankaya,Kazım Özalp Mah.
18000,3+1,135,2.0,Ankara,Altındağ,Feridun Çelik Mah.
21000,2+1,92,30.0,Ankara,Etimesgut,Altay Mah.
29000,4+1,190,5.0,Ankara,Pursaklar,Saray Fatih Mah.
18000,3+1,105,35.0,Ankara,Çankaya,Keklik Pınarı Mah.
30000,5+1,250,25.0,Ankara,Çankaya,Murat Mah.
2000,1+1,120,1.0,Ankara,Çankaya,Çamlıtepe Mah.
9000,1+1,42,,Ankara,Çubuk,Esenboğa Merkez Mah.
43000,2+1,80,,Ankara,Çankaya,Aziziye Mah.
15000,1+1,50,1.0,Ankara,Çubuk,Yıldırım Beyazıt Mah.
39000,5+1,235,21.0,Ankara,Çankaya,Birlik Mah.
20000,2+1,90,35.0,Ankara,Çankaya,Ön Cebeci Mah.
22000,3+1,110,25.0,Ankara,Keçiören,İncirli Mah.
7500,2+1,55,20.0,Ankara,Etimesgut,Atakent Mah.
35000,2+1,85,45.0,Ankara,Çankaya,Remzi Oğuz Arık Mah.
26500,4+1,145,15.0,Ankara,Çankaya,Şehit Cengiz Karaca Mah.
14000,3+1,135,5.0,Ankara,Altındağ,Başpınar Mah.
44000,4+1,175,25.0,Ankara,Çankaya,Keklik Pınarı Mah.
35000,3+1,115,30.0,Ankara,Çankaya,Yukarı Bahçelievler Mah.
15000,3+1,130,28.0,Ankara,Keçiören,Çaldıran Mah.
44500,4+1,198,,Ankara,Etimesgut,Bağlıca Mah.
22000,3+1,125,25.0,Ankara,Keçiören,Kavacık Subayevleri Mah.
34000,2+1,90,1.0,Ankara,Çankaya,Büyükesat Mah.
30000,3+1,100,40.0,Ankara,Çankaya,Emek Mah.
19000,3+1,135,8.0,Ankara,Keçiören,Şehit Kubilay Mah.
15500,3+1,130,5.0,Ankara,Altındağ,Beşikkaya Mah.
48500,4+1,230,4.0,Ankara,Keçiören,Atapark Mah.
35000,3+1,110,,Ankara,Gölbaşı,İncek Mah.
35000,3+1,135,29.0,Ankara,Çankaya,Yukarı Dikmen Mah.
63000,4+1,170,,Ankara,Çankaya,İlkbahar Mah.
36000,1+1,50,5.0,Ankara,Çankaya,Kavaklıdere Mah.
42500,4+1,200,,Ankara,Keçiören,Yayla Mah.
30250,3+1,170,5.0,Ankara,Mamak,Ege Mah.
15500,3+1,115,8.0,Ankara,Mamak,Cengizhan Mah.
28000,3+1,165,8.0,Ankara,Yenimahalle,Pamuklar Mah.
25500,3+1,120,19.0,Ankara,Etimesgut,Şeyh Şamil Mah.
19500,2+1,95,35.0,Ankara,Çankaya,Topraklık Mah.
17000,2+1,95,,Ankara,Keçiören,Çiçekli Mah.
23000,2+1,90,30.0,Ankara,Etimesgut,Altay Mah.
35000,3+1,145,32.0,Ankara,Çankaya,İşçi Blokları Mah.
19000,3+1,130,15.0,Ankara,Yenimahalle,Kayalar Mah.
25000,3+1,130,20.0,Ankara,Yenimahalle,Demetgül Mah.
21000,1+1,90,25.0,Ankara,Keçiören,Aşağı Eğlence Mah.
21000,3+1,115,25.0,Ankara,Keçiören,Etlik Mah.
20500,3+1,135,25.0,Ankara,Keçiören,Etlik Mah.
25000,3+1,125,25.0,Ankara,Çankaya,Metin Akkuş Mah.
20000,2+1,110,10.0,Ankara,Yenimahalle,Yunus Emre Mah.
21000,3+1,100,30.0,Ankara,Çankaya,Arka Topraklık Mah.
42000,3+1,166,3.0,Ankara,Yenimahalle,Yeni Batı Mah.
20500,4+1,140,17.0,Ankara,Keçiören,Ayvalı Mah.
48000,3+1,140,25.0,Ankara,Çankaya,Üniversiteler Mah.
27000,3+1,115,20.0,Ankara,Keçiören,Etlik Mah.
21000,3+1,125,4.0,Ankara,Keçiören,Yükseltepe Mah.
14900,2+1,100,13.0,Ankara,Keçiören,Şehit Kubilay Mah.
25000,1+1,57,,Ankara,Gölbaşı,Gaziosmanpaşa Mah.
15000,2+1,110,45.0,Ankara,Altındağ,Aydınlıkevler Mah.
23000,2+1,95,20.0,Ankara,Çankaya,Huzur Mah.
15500,3+1,110,20.0,Ankara,Keçiören,Uyanış Mah.
22000,2+1,100,30.0,Ankara,Yenimahalle,Demetgül Mah.
28750,1+1,75,,Ankara,Yenimahalle,Mehmet Akif Ersoy Mah.
26000,3+1,155,15.0,Ankara,Keçiören,Tepebaşı Mah.
30000,1+1,60,1.0,Ankara,Yenimahalle,İnönü Mah.
22000,3+1,140,15.0,Ankara,Çankaya,Şehit Cengiz Karaca Mah.
22900,2+1,105,28.0,Ankara,Çankaya,Ayrancı Mah.
12500,3+1,110,23.0,Ankara,Keçiören,Bağlarbaşı Mah.
25500,4+1,170,15.0,Ankara,Keçiören,Basınevleri Mah.
22500,2+1,90,30.0,Ankara,Yenimahalle,Kentkoop Mah.
30000,5+1,270,18.0,Ankara,Keçiören,Pınarbaşı Mah.
17000,2+1,90,19.0,Ankara,Çankaya,Aşıkpaşa Mah.
21500,1+1,60,12.0,Ankara,Etimesgut,Altay Mah.
27000,2+1,110,8.0,Ankara,Çankaya,Kırkkonaklar Mah.
32500,4+1,150,30.0,Ankara,Çankaya,Çankaya Mah.
35000,3+1,140,30.0,Ankara,Çankaya,Ön Cebeci Mah.
15000,3+1,135,14.0,Ankara,Keçiören,Esertepe Mah.
20000,3+1,120,4.0,Ankara,Mamak,Ekin Mah.
21500,1+1,55,11.0,Ankara,Etimesgut,Şehit Osman Avcı Mah.
75000,5+1,375,16.0,Ankara,Çankaya,Cevizlidere Mah.
26000,2+1,100,25.0,Ankara,Çankaya,İlkadım Mah.
31500,4+1,185,2.0,Ankara,Yenimahalle,Kuzey Yıldızı Mah.
35000,5+1,250,20.0,Ankara,Çankaya,Aşıkpaşa Mah.
21000,3+1,140,30.0,Ankara,Sincan,Ertuğrulgazi Mah.
26000,3+1,125,24.0,Ankara,Çankaya,Şehit Cengiz Karaca Mah.
22000,3+1,145,17.0,Ankara,Etimesgut,Topçu Mah.
28000,4+1,145,25.0,Ankara,Çankaya,Kırkkonaklar Mah.
15000,3+1,114,17.0,Ankara,Sincan,29 Ekim Mah.
31000,1+1,38,,Ankara,Etimesgut,Bağlıca Mah.
32500,3+1,130,50.0,Ankara,Çankaya,Ümit Mah.
23999,3+1,115,,Ankara,Altındağ,Güneşevler Mah.
20000,5+1,245,15.0,Ankara,Mamak,Tuzluçayır Mah.
80000,2+1,94,2.0,Ankara,Çankaya,Çukurambar Mah.
41500,1+1,65,,Ankara,Çankaya,Anıttepe Mah.
28001,3+1,120,45.0,Ankara,Çankaya,Remzi Oğuz Arık Mah.
21000,3+1,122,8.0,Ankara,Mamak,Mutlu Mah.
25000,1+1,45,,Ankara,Çankaya,Maltepe Mah.
32000,3+1,160,40.0,Ankara,Çankaya,Küçükesat Mah.
19500,2+1,115,5.0,Ankara,Çankaya,İleri Mah.
25000,3+1,125,7.0,Ankara,Mamak,Durali Alıç Mah.
23000,2+1,75,40.0,Ankara,Çankaya,Korkutreis Mah.
22000,2+1,100,24.0,Ankara,Yenimahalle,Emniyet Mah.
26000,3+1,120,25.0,Ankara,Keçiören,Aşağı Eğlence Mah.
30000,1+1,65,10.0,Ankara,Çankaya,Aziziye Mah.
25000,3+1,120,38.0,Ankara,Çankaya,İlkadım Mah.
19500,4+1,155,12.0,Ankara,Sincan,Menderes Mah.
40000,1+1,90,6.0,Ankara,Çankaya,İşçi Blokları Mah.
50000,3+1,126,50.0,Ankara,Çankaya,Barbaros Mah.
17400,3+1,128,18.0,Ankara,Mamak,Şahintepe Mah.
17000,3+1,110,15.0,Ankara,Mamak,Mutlu Mah.
16500,3+1,130,10.0,Ankara,Mamak,Derbent Mah.
32000,3+1,135,20.0,Ankara,Çankaya,Dumlupınar Mah.
25000,3+1,125,19.0,Ankara,Çankaya,Cevizlidere Mah.
16000,2+1,110,25.0,Ankara,Çankaya,İlkadım Mah.
25000,2+1,90,30.0,Ankara,Çankaya,Maltepe Mah.
19000,3+1,125,10.0,Ankara,Mamak,Derbent Mah.
32000,3+1,145,25.0,Ankara,Keçiören,Aşağı Eğlence Mah.
19250,2+1,105,4.0,Ankara,Keçiören,Yükseltepe Mah.
17000,3+1,137,12.0,Ankara,Etimesgut,Atayurt Mah.
28500,3+1,135,20.0,Ankara,Çankaya,Tınaztepe Mah.
65000,4+1,269,7.0,Ankara,Çankaya,İlkbahar Mah.
35500,2+1,116,2.0,Ankara,Etimesgut,Devlet Mah.
14000,2+1,90,30.0,Ankara,Mamak,General Zeki Doğan Mah.
32000,3+1,110,35.0,Ankara,Çankaya,Mebusevleri Mah.
35000,Stüdyo,35,2.0,Ankara,Çankaya,Kızılay Mah.
40000,4+1,155,12.0,Ankara,Etimesgut,Yeni Bağlıca Mah.
39999,2+1,110,35.0,Ankara,Çankaya,Emek Mah.
18000,2+1,95,25.0,Ankara,Çankaya,Bayraktar Mah.
30000,2+1,80,40.0,Ankara,Çankaya,Emek Mah.
16750,3+1,115,20.0,Ankara,Etimesgut,Süvari Mah.
30000,2+1,90,35.0,Ankara,Çankaya,Büyükesat Mah.
28000,3+1,120,40.0,Ankara,Çankaya,Kavaklıdere Mah.
38000,2+1,95,,Ankara,Keçiören,Aşağı Eğlence Mah.
17000,3+1,125,33.0,Ankara,Altındağ,Aydınlıkevler Mah.
21000,2+1,95,,Ankara,Etimesgut,Yapracık Mah.
18500,3+1,110,18.0,Ankara,Etimesgut,Atakent Mah.
47000,2+1,140,30.0,Ankara,Çankaya,Çankaya Mah.
18000,3+1,130,16.0,Ankara,Yenimahalle,Demetgül Mah.
16000,2+1,100,17.0,Ankara,Sincan,Tandoğan Mah.
22000,2+1,90,35.0,Ankara,Çankaya,İşçi Blokları Mah.
37000,4+1,150,35.0,Ankara,Çankaya,Çankaya Mah.
20000,3+1,150,3.0,Ankara,Mamak,Akşemsettin Mah.
37000,2+1,90,31.0,Ankara,Çankaya,Aziziye Mah.
32000,1+1,40,,Ankara,Çankaya,Gaziosmanpaşa Mah.
21000,1+1,60,3.0,Ankara,Gölbaşı,Eymir Mah.
18000,2+1,100,30.0,Ankara,Çankaya,Çamlıtepe Mah.
15000,2+1,85,50.0,Ankara,Yenimahalle,Gayret Mah.
16500,2+1,90,31.0,Ankara,Keçiören,Aşağı Eğlence Mah.
26500,1+1,65,5.0,Ankara,Gölbaşı,Eymir Mah.
19000,3+1,95,38.0,Ankara,Çankaya,İleri Mah.
15000,2+1,70,26.0,Ankara,Yenimahalle,Esentepe Mah.
7500,Stüdyo,40,1.0,Ankara,Çubuk,Esenboğa Merkez Mah.
16000,3+1,118,12.0,Ankara,Etimesgut,Atayurt Mah.
37000,3+1,135,40.0,Ankara,Çankaya,Güvenevler Mah.
14500,3+1,130,12.0,Ankara,Keçiören,Esertepe Mah.
23000,3+1,125,30.0,Ankara,Çankaya,İlkadım Mah.
22000,2+1,135,10.0,Ankara,Yenimahalle,Çarşı Mah.
13000,2+1,95,15.0,Ankara,Etimesgut,Turkuaz Mah.
28000,4+1,170,30.0,Ankara,Çankaya,Büyükesat Mah.
31000,3+1,120,29.0,Ankara,Çankaya,Keklik Pınarı Mah.
15000,2+1,90,20.0,Ankara,Yenimahalle,Tepealtı Mah.
23000,3+1,120,35.0,Ankara,Çankaya,Kültür Mah.
47500,5+1,245,45.0,Ankara,Çankaya,Çankaya Mah.
31000,1+1,50,7.0,Ankara,Çankaya,Bahçelievler Mah.
16500,3+1,120,25.0,Ankara,Etimesgut,Oğuzlar Mah.
25000,3+1,120,25.0,Ankara,Çankaya,Aşağı Öveçler Mah.
10300,2+1,90,10.0,Ankara,Mamak,Zirvekent Mah.
36000,2+1,90,,Ankara,Mamak,Ege Mah.
33000,1+1,64,5.0,Ankara,Çankaya,Çukurambar Mah.
45000,3+1,130,5.0,Ankara,Yenimahalle,Emniyet Mah.
35000,2+1,100,,Ankara,Çankaya,Bahçelievler Mah.
20000,2+1,100,45.0,Ankara,Çankaya,Cebeci Mah.
18000,2+1,100,30.0,Ankara,Yenimahalle,Karşıyaka Mah.
25000,3+1,135,26.0,Ankara,Yenimahalle,Demetgül Mah.
52500,4+1,240,2.0,Ankara,Gölbaşı,Taşpınar Mah.
22000,3+1,85,40.0,Ankara,Çankaya,Emek Mah.
20000,1+1,60,,Ankara,Gölbaşı,Taşpınar Mah.
17000,3+1,115,26.0,Ankara,Sincan,Fatih Mah.
1800,1+1,120,1.0,Ankara,Çankaya,Çamlıtepe Mah.
10500,3+1,105,12.0,Ankara,Polatlı,Mehmet Akif Mah.
18000,2+1,90,25.0,Ankara,Yenimahalle,Işınlar Mah.
26000,3+1,110,3.0,Ankara,Keçiören,Ovacık Mah.
14000,2+1,90,10.0,Ankara,Altındağ,Karacaören Mah.
25000,3+1,140,18.0,Ankara,Çankaya,Birlik Mah.
25000,1+1,65,,Ankara,Kahramankazan,Saray Mah.
27500,2+1,85,30.0,Ankara,Çankaya,Maltepe Mah.
25000,3+1,130,16.0,Ankara,Keçiören,Ayvalı Mah.
26000,2+1,95,36.0,Ankara,Çankaya,Emek Mah.
55000,3+1,165,40.0,Ankara,Çankaya,Çankaya Mah.
52000,2+1,110,7.0,Ankara,Çankaya,Büyükesat Mah.
16000,3+1,110,9.0,Ankara,Mamak,Gülveren Mah.
34000,3+1,135,20.0,Ankara,Çankaya,Balgat Mah.
38000,1+1,45,,Ankara,Çankaya,Çankaya Mah.
22000,1+1,60,8.0,Ankara,Etimesgut,Eryaman Mah.
19000,2+1,100,35.0,Ankara,Yenimahalle,Gazi Mah.
14000,2+1,110,18.0,Ankara,Keçiören,Ayvalı Mah.
18500,3+1,150,24.0,Ankara,Mamak,Kartaltepe Mah.
28000,3+1,110,40.0,Ankara,Çankaya,Güzeltepe Mah.
30000,3+1,130,20.0,Ankara,Çankaya,Oğuzlar Mah.
11500,2+1,90,25.0,Ankara,Mamak,Tuzluçayır Mah.
30000,2+1,90,1.0,Ankara,Gölbaşı,Taşpınar Mah.
25000,3+1,120,40.0,Ankara,Çankaya,Remzi Oğuz Arık Mah.
13000,2+1,86,12.0,Ankara,Etimesgut,Atayurt Mah.
35000,3+1,180,28.0,Ankara,Çankaya,Sancak Mah.
35000,3+1,120,35.0,Ankara,Çankaya,Koru Mah.
26000,3+1,110,45.0,Ankara,Çankaya,Kavaklıdere Mah.
17000,2+1,75,20.0,Ankara,Çankaya,Seyranbağları Mah.
36500,2+1,135,1.0,Ankara,Çankaya,Kırkkonaklar Mah.
15500,3+1,112,16.0,Ankara,Mamak,Bahçeleriçi Mah.
27000,4+1,190,25.0,Ankara,Keçiören,İncirli Mah.
18000,3+1,120,25.0,Ankara,Keçiören,Ayvalı Mah.
55000,3+1,160,11.0,Ankara,Çankaya,Aziziye Mah.
14000,2+1,95,25.0,Ankara,Sincan,İstasyon Mah.
48000,4+1,220,4.0,Ankara,Keçiören,Atapark Mah.
32500,3+1,130,25.0,Ankara,Yenimahalle,Demetgül Mah.
30000,2+1,110,1.0,Ankara,Çankaya,Kültür Mah.
18500,2+1,110,10.0,Ankara,Keçiören,Yayla Mah.
22000,2+1,95,,Ankara,Etimesgut,Atayurt Mah.
18000,2+1,100,45.0,Ankara,Keçiören,Aşağı Eğlence Mah.
26500,3+1,145,10.0,Ankara,Mamak,Ege Mah.
22000,2+1,120,35.0,Ankara,Çankaya,Sağlık Mah.
43000,4+1,205,11.0,Ankara,Çankaya,Yaşamkent Mah.
22000,3+1,90,26.0,Ankara,Etimesgut,Tunahan Mah.
