Price (TL),Room,Size (m²),Building Age,IL,ILCE,Neighborhood
50000,2+1,75,,Ankara,Çankaya,Kazım Özalp Mah.
12000,2+1,105,35.0,Ankara,Yenimahalle,Karşıyaka Mah.
26000,3+1,115,35.0,Ankara,Çankaya,Kültür Mah.
26500,1+1,55,6.0,Ankara,Yenimahalle,Ergazi Mah.
52500,4+1,185,4.0,Ankara,Gölbaşı,Taşpınar Mah.
43000,4+1,160,30.0,Ankara,Çankaya,Barbaros Mah.
23000,2+1,100,30.0,Ankara,Mamak,Balkiraz Mah.
18500,3+1,110,30.0,Ankara,Çankaya,Metin Oktay Mah.
37000,3+1,105,40.0,Ankara,Çankaya,Gaziosmanpaşa Mah.
14000,2+1,85,28.0,Ankara,Mamak,Tuzluçayır Mah.
39000,3+1,125,25.0,Ankara,Çankaya,Yıldızevler Mah.
18000,3+1,120,10.0,Ankara,Keçiören,Esertepe Mah.
21000,2+1,100,20.0,Ankara,Etimesgut,Şeyh Şamil Mah.
36500,4+1,135,40.0,Ankara,Çankaya,Güvenevler Mah.
28000,3+1,150,8.0,Ankara,Mamak,Ege Mah.
12000,2+1,125,20.0,Ankara,Mamak,General Zeki Doğan Mah.
45000,3+1,120,,Ankara,Çankaya,Mebusevleri Mah.
40000,2+1,82,1.0,Ankara,Yenimahalle,İnönü Mah.
17500,3+1,115,20.0,Ankara,Etimesgut,Süvari Mah.
14000,3+1,130,35.0,Ankara,Keçiören,Ayvalı Mah.
25000,3+1,125,25.0,Ankara,Çankaya,Şehit Cengiz Karaca Mah.
18000,3+1,115,15.0,Ankara,Altındağ,Gültepe Mah.
18250,3+1,130,16.0,Ankara,Keçiören,İncirli Mah.
51000,2+1,95,2.0,Ankara,Çankaya,Anıttepe Mah.
25000,3+1,120,25.0,Ankara,Yenimahalle,Demetevler Mah.
35000,3+1,125,45.0,Ankara,Çankaya,Remzi Oğuz Arık Mah.
20500,2+1,65,,Ankara,Gölbaşı,Örencik Mah.
22000,3+1,122,12.0,Ankara,Mamak,Ege Mah.
16500,3+1,105,30.0,Ankara,Altındağ,Aydınlıkevler Mah.
32000,4+1,180,2.0,Ankara,Yenimahalle,Karşıyaka Mah.
15500,3+1,110,30.0,Ankara,Çankaya,Ertuğrulgazi Mah.
18500,3+1,110,25.0,Ankara,Yenimahalle,Demetgül Mah.
13500,2+1,80,20.0,Ankara,Etimesgut,Kazım Karabekir Mah.
23500,3+1,120,25.0,Ankara,Yenimahalle,Ergazi Mah.
65000,7+1,425,16.0,Ankara,Çankaya,Mustafa Kemal Mah.
28000,2+1,80,15.0,Ankara,Çankaya,Seyranbağları Mah.
22500,3+1,100,35.0,Ankara,Çankaya,Nasuh Akar Mah.
27500,1+1,75,12.0,Ankara,Çankaya,İlkbahar Mah.
24000,3+1,120,29.0,Ankara,Yenimahalle,Ergazi Mah.
21000,3+1,125,22.0,Ankara,Çankaya,Mürsel Uluç Mah.
36000,3+1,160,15.0,Ankara,Çankaya,Birlik Mah.
18000,3+1,115,20.0,Ankara,Etimesgut,Oğuzlar Mah.
15000,2+1,88,40.0,Ankara,Çankaya,Ertuğrulgazi Mah.
14000,3+1,115,25.0,Ankara,Mamak,Mehtap Mah.
17000,3+1,130,29.0,Ankara,Keçiören,Şenlik Mah.
20000,3+1,115,45.0,Ankara,Çankaya,Topraklık Mah.
20000,3+1,135,18.0,Ankara,Etimesgut,Elvan Mah.
40000,1+1,100,6.0,Ankara,Çankaya,İşçi Blokları Mah.
15500,3+1,110,35.0,Ankara,Altındağ,Zübeyde Hanım Mah.
18000,3+1,120,23.0,Ankara,Sincan,Selçuklu Mah.
29000,3+1,125,24.0,Ankara,Çankaya,Çukurambar Mah.
29000,3+1,110,35.0,Ankara,Çankaya,Emek Mah.
37000,3+1,110,25.0,Ankara,Çankaya,Koru Mah.
25000,3+1,130,30.0,Ankara,Yenimahalle,Kentkoop Mah.
15500,1+1,44,3.0,Ankara,Gölbaşı,İncek Mah.
20000,2+1,78,,Ankara,Altındağ,Aydınlıkevler Mah.
27000,3+1,135,25.0,Ankara,Çankaya,Erzurum Mah.
17500,3+1,120,16.0,Ankara,Etimesgut,Topçu Mah.
17000,3+1,110,40.0,Ankara,Altındağ,Aydınlıkevler Mah.
16000,3+1,135,15.0,Ankara,Keçiören,Uyanış Mah.
16000,3+1,120,16.0,Ankara,Altındağ,Gültepe Mah.
20000,3+1,110,42.0,Ankara,Çankaya,İleri Mah.
7000,Stüdyo,50,38.0,Ankara,Çankaya,Göktürk Mah.
21000,3+1,125,20.0,Ankara,Mamak,Demirlibahçe Mah.
24000,1+1,80,4.0,Ankara,Çankaya,Birlik Mah.
18500,2+1,100,45.0,Ankara,Çankaya,Cebeci Mah.
19000,3+1,110,29.0,Ankara,Çankaya,İlkadım Mah.
20000,3+1,130,20.0,Ankara,Keçiören,Basınevleri Mah.
15500,2+1,95,15.0,Ankara,Etimesgut,Süvari Mah.
25250,3+1,118,11.0,Ankara,Çankaya,Kırkkonaklar Mah.
14000,3+1,120,36.0,Ankara,Keçiören,Şenlik Mah.
22000,2+1,75,22.0,Ankara,Yenimahalle,Varlık Mah.
14000,2+1,80,15.0,Ankara,Etimesgut,Süvari Mah.
26000,3+1,115,22.0,Ankara,Etimesgut,Göksu Mah.
20000,3+1,100,25.0,Ankara,Etimesgut,Şeyh Şamil Mah.
30000,2+1,95,25.0,Ankara,Çankaya,Bayraktar Mah.
20000,3+1,120,25.0,Ankara,Keçiören,İncirli Mah.
20000,3+1,120,14.0,Ankara,Mamak,Durali Alıç Mah.
18000,3+1,130,12.0,Ankara,Mamak,Yeşilbayır Mah.
36000,3+1,120,35.0,Ankara,Çankaya,Emek Mah.
20000,3+1,130,30.0,Ankara,Mamak,Aşık Veysel Mah.
26000,3+1,105,35.0,Ankara,Çankaya,Kavaklıdere Mah.
21500,1+1,45,1.0,Ankara,Çankaya,Konutkent Mah.
24500,2+1,100,12.0,Ankara,Etimesgut,Alsancak Mah.
22000,3+1,130,15.0,Ankara,Etimesgut,Turkuaz Mah.
15500,3+1,115,30.0,Ankara,Keçiören,Şefkat Mah.
22000,3+1,145,11.0,Ankara,Yenimahalle,Burç Mah.
30000,3+1,120,12.0,Ankara,Çankaya,Seyranbağları Mah.
42500,4+1,160,1.0,Ankara,Etimesgut,Ahi Mesut Mah.
46000,4+1,238,1.0,Ankara,Keçiören,Ovacık Mah.
15000,3+1,125,5.0,Ankara,Keçiören,Şehit Kubilay Mah.
24000,2+1,80,60.0,Ankara,Çankaya,Kültür Mah.
35000,2+1,110,28.0,Ankara,Çankaya,Devlet Mah.
25000,3+1,145,25.0,Ankara,Yenimahalle,Ostim OSB Mah.
22000,1+11,65,8.0,Ankara,Etimesgut,Şehit Osman Avcı Mah.
15000,2+1,105,6.0,Ankara,Mamak,Derbent Mah.
28000,3+1,135,25.0,Ankara,Etimesgut,Devlet Mah.
21000,2+1,90,15.0,Ankara,Gölbaşı,Eymir Mah.
20000,3+1,120,10.0,Ankara,Gölbaşı,Karşıyaka Mah.
25000,3+1,135,6.0,Ankara,Mamak,Yeşilbayır Mah.
16100,3+1,125,15.0,Ankara,Sincan,Atatürk Mah.
22500,1+1,100,7.0,Ankara,Etimesgut,Bağlıca Mah.
32000,2+1,75,8.0,Ankara,Çankaya,Yukarı Bahçelievler Mah.
30000,3+1,150,22.0,Ankara,Yenimahalle,Kentkoop Mah.
38000,3+1,135,26.0,Ankara,Çankaya,Yukarı Bahçelievler Mah.
32000,2+1,80,40.0,Ankara,Çankaya,Yukarı Bahçelievler Mah.
33000,3+1,125,16.0,Ankara,Çankaya,Hilal Mah.
24750,2+1,100,45.0,Ankara,Çankaya,Maltepe Mah.
25000,3+1,120,25.0,Ankara,Çankaya,100. Yıl Mah.
19000,3+1,115,28.0,Ankara,Çankaya,Harbiye Mah.
20000,3+1,135,,Ankara,Sincan,29 Ekim Mah.
31000,3+1,130,35.0,Ankara,Çankaya,Bahçelievler Mah.
13000,2+1,75,35.0,Ankara,Çankaya,Arka Topraklık Mah.
40000,4+1,175,,Ankara,Yenimahalle,Yuvaköy Mah.
13500,3+1,120,25.0,Ankara,Polatlı,Gazi Mah.
20000,3+1,115,5.0,Ankara,Mamak,General Zeki Doğan Mah.
37500,4+1,166,,Ankara,Yenimahalle,Serhat Mah.
18000,3+1,130,4.0,Ankara,Altındağ,Feridun Çelik Mah.
40000,3+1,130,5.0,Ankara,Gölbaşı,Taşpınar Mah.
21500,1+1,65,,Ankara,Yenimahalle,Batı Sitesi Mah.
18000,1+1,55,1.0,Ankara,Gölbaşı,İncek Mah.
25000,3+1,130,23.0,Ankara,Çankaya,İlkadım Mah.
74000,5+1,300,10.0,Ankara,Çankaya,Kazım Özalp Mah.
56000,4+1,196,8.0,Ankara,Çankaya,İlkbahar Mah.
28000,1+1,55,4.0,Ankara,Çankaya,Emek Mah.
17750,1+1,65,10.0,Ankara,Etimesgut,Şeker Mah.
15500,1+1,55,,Ankara,Çubuk,Esenboğa Merkez Mah.
18000,2+1,90,25.0,Ankara,Çankaya,Bademlidere Mah.
19000,3+1,135,5.0,Ankara,Altındağ,Doğantepe Mah.
42000,3+1,130,35.0,Ankara,Çankaya,Aziziye Mah.
15000,3+1,115,30.0,Ankara,Keçiören,Şenlik Mah.
19500,3+1,135,22.0,Ankara,Keçiören,Aşağı Eğlence Mah.
27000,1+1,50,,Ankara,Çankaya,Nasuh Akar Mah.
35000,1+1,35,8.0,Ankara,Çankaya,Aziziye Mah.
31000,1+1,110,35.0,Ankara,Çankaya,Öveçler Mah.
21000,3+1,130,10.0,Ankara,Etimesgut,Yeşilova Mah.
29900,3+1,165,10.0,Ankara,Etimesgut,Ayyıldız Mah.
18000,2+1,110,35.0,Ankara,Çankaya,Umut Mah.
30000,2+1,90,,Ankara,Çankaya,Kültür Mah.
26500,3+1,118,41.0,Ankara,Çankaya,Kavaklıdere Mah.
35000,2+1,175,21.0,Ankara,Çankaya,Büyükesat Mah.
30000,3+1,155,30.0,Ankara,Çankaya,Ayrancı Mah.
24000,2+1,105,26.0,Ankara,Çankaya,Şehit Cevdet Özdemir Mah.
27000,3+1,150,10.0,Ankara,Yenimahalle,Ata Mah.
17500,2+1,100,26.0,Ankara,Çankaya,Şehit Cevdet Özdemir Mah.
12000,2+1,95,12.0,Ankara,Etimesgut,Atayurt Mah.
15000,2+1,75,55.0,Ankara,Çankaya,Yıldızevler Mah.
40000,2+1,90,,Ankara,Çankaya,Yukarı Bahçelievler Mah.
17500,1+1,75,30.0,Ankara,Çankaya,Metin Akkuş Mah.
47000,3+1,120,5.0,Ankara,Çankaya,Bahçelievler Mah.
30000,2+1,95,18.0,Ankara,Çankaya,Birlik Mah.
19500,1+1,62,13.0,Ankara,Etimesgut,Altay Mah.
16500,3+1,130,15.0,Ankara,Polatlı,Gazi Mah.
24500,3+1,105,40.0,Ankara,Çankaya,Bahçelievler Mah.
18000,3+1,105,18.0,Ankara,Çankaya,Birlik Mah.
30000,1+1,85,,Ankara,Yenimahalle,Emniyet Mah.
20000,2+1,90,30.0,Ankara,Etimesgut,Altay Mah.
20500,3+1,90,30.0,Ankara,Çankaya,Balgat Mah.
21000,2+1,110,30.0,Ankara,Etimesgut,Atakent Mah.
28000,3+1,140,25.0,Ankara,Çankaya,Büyükesat Mah.
20000,3+1,100,29.0,Ankara,Çankaya,Şehit Cevdet Özdemir Mah.
16000,3+1,120,10.0,Ankara,Mamak,Peyami Safa Mah.
21000,2+1,90,12.0,Ankara,Gölbaşı,Eymir Mah.
25000,3+1,125,25.0,Ankara,Çankaya,Oğuzlar Mah.
37000,1+1,65,13.0,Ankara,Çankaya,Söğütözü Mah.
19500,3+1,105,25.0,Ankara,Keçiören,Aşağı Eğlence Mah.
20000,2+0,110,16.0,Ankara,Etimesgut,İstasyon Mah.
36500,2+1,60,2.0,Ankara,Çankaya,Emek Mah.
23000,2+1,80,45.0,Ankara,Çankaya,Oran Mah.
18000,3+1,115,18.0,Ankara,Etimesgut,Atakent Mah.
27500,3+1,140,15.0,Ankara,Yenimahalle,Turgut Özal Mah.
43000,4+1,180,,Ankara,Keçiören,Yayla Mah.
25000,3+1,120,30.0,Ankara,Keçiören,Kuşcağız Mah.
20000,3+1,125,15.0,Ankara,Sincan,Andiçen Mah.
26000,2+1,95,,Ankara,Gölbaşı,İncek Mah.
25000,3+1,120,25.0,Ankara,Çankaya,Aşağı Öveçler Mah.
27000,2+1,70,40.0,Ankara,Çankaya,Kültür Mah.
55000,4+1,190,14.0,Ankara,Çankaya,Çukurambar Mah.
28000,3+1,135,15.0,Ankara,Yenimahalle,Kardelen Mah.
35000,4+1,165,12.0,Ankara,Keçiören,Ayvalı Mah.
13750,3+1,100,25.0,Ankara,Keçiören,Bağlarbaşı Mah.
40000,2+1,70,,Ankara,Çankaya,Kazım Özalp Mah.
23000,3+1,130,17.0,Ankara,Keçiören,Etlik Mah.
25000,3+1,110,35.0,Ankara,Yenimahalle,Barış Mah.
55000,4+1,177,10.0,Ankara,Etimesgut,Göksu Mah.
32500,1+1,65,32.0,Ankara,Çankaya,Kazım Özalp Mah.
26000,1+1,130,5.0,Ankara,Mamak,General Zeki Doğan Mah.
23000,1+1,55,22.0,Ankara,Etimesgut,Tunahan Mah.
15000,3+1,120,19.0,Ankara,Mamak,General Zeki Doğan Mah.
12500,3+1,120,16.0,Ankara,Mamak,Kutlu Mah.
53000,2+1,120,3.0,Ankara,Çankaya,Yukarı Dikmen Mah.
22000,3+1,115,21.0,Ankara,Çankaya,Keklik Pınarı Mah.
12250,2+1,90,10.0,Ankara,Mamak,Zirvekent Mah.
17000,3+1,125,25.0,Ankara,Keçiören,Esertepe Mah.
67000,5+1,270,,Ankara,Çankaya,Alacaatlı Mah.
50000,2+1,93,1.0,Ankara,Yenimahalle,İnönü Mah.
20000,2+1,100,20.0,Ankara,Yenimahalle,Mehmet Akif Ersoy Mah.
42500,1+1,110,3.0,Ankara,Çankaya,İlkbahar Mah.
17000,3+1,120,25.0,Ankara,Mamak,Balkiraz Mah.
30000,4+1,175,10.0,Ankara,Mamak,Bahçelerüstü Mah.
26000,3+1,130,30.0,Ankara,Yenimahalle,Demetgül Mah.
17500,2+1,95,15.0,Ankara,Çankaya,Aşıkpaşa Mah.
34000,3+1,130,,Ankara,Gölbaşı,Karşıyaka Mah.
17650,3+1,100,30.0,Ankara,Yenimahalle,İnönü Mah.
16500,1+1,55,27.0,Ankara,Etimesgut,Tunahan Mah.
29000,3+1,145,40.0,Ankara,Çankaya,Kavaklıdere Mah.
35000,4+1,175,9.0,Ankara,Yenimahalle,Turgut Özal Mah.
15000,1+1,94,15.0,Ankara,Etimesgut,Turkuaz Mah.
20750,3+1,105,39.0,Ankara,Çankaya,Murat Mah.
18000,3+1,130,24.0,Ankara,Keçiören,Ayvalı Mah.
15000,1+1,65,1.0,Ankara,Akyurt,Beyazıt Mah.
15000,3+1,110,25.0,Ankara,Mamak,Tuzluçayır Mah.
37000,4+4,180,20.0,Ankara,Çankaya,Hilal Mah.
100000,5+2,300,40.0,Ankara,Çankaya,Çankaya Mah.
28000,3+1,120,30.0,Ankara,Yenimahalle,Demetgül Mah.
15000,3+1,130,22.0,Ankara,Yenimahalle,Anadolu Mah.
45500,4+1,165,25.0,Ankara,Çankaya,Güzeltepe Mah.
21000,3+1,113,35.0,Ankara,Çankaya,Aşağı Öveçler Mah.
30000,2+1,95,40.0,Ankara,Çankaya,Yukarı Bahçelievler Mah.
21000,3+1,120,25.0,Ankara,Yenimahalle,Yeni Batı Mah.
21000,3+1,115,30.0,Ankara,Mamak,Demirlibahçe Mah.
35000,3+1,180,25.0,Ankara,Yenimahalle,Varlık Mah.
30000,3+1,140,25.0,Ankara,Yenimahalle,Yeniçağ Mah.
36500,3+1,135,15.0,Ankara,Yenimahalle,Yeni Batı Mah.
20000,2+1,85,35.0,Ankara,Çankaya,Seyranbağları Mah.
40000,1+1,100,6.0,Ankara,Çankaya,İşçi Blokları Mah.
40000,3+1,135,,Ankara,Gölbaşı,Karşıyaka Mah.
24500,1+1,70,5.0,Ankara,Gölbaşı,İncek Mah.
23000,2+1,105,25.0,Ankara,Çankaya,Harbiye Mah.
19000,2+1,95,40.0,Ankara,Keçiören,Etlik Mah.
18000,3+1,130,15.0,Ankara,Etimesgut,Atakent Mah.
22000,3+1,125,28.0,Ankara,Altındağ,Aydınlıkevler Mah.
15500,3+1,118,33.0,Ankara,Keçiören,Pınarbaşı Mah.
61000,2+1,110,10.0,Ankara,Çankaya,Dodurga Mah.
19000,3+1,115,28.0,Ankara,Çankaya,Harbiye Mah.
20000,3+1,120,16.0,Ankara,Etimesgut,Süvari Mah.
26000,1+1,45,,Ankara,Çankaya,Aziziye Mah.
24000,2+1,100,1.0,Ankara,Çankaya,Kırkkonaklar Mah.
17500,3+1,100,20.0,Ankara,Yenimahalle,Demetgül Mah.
17000,1+1,60,30.0,Ankara,Yenimahalle,Demetgül Mah.
21000,3+1,110,35.0,Ankara,Keçiören,Köşk Mah.
12000,2+1,110,15.0,Ankara,Keçiören,Etlik Mah.
28000,2+1,95,6.0,Ankara,Çankaya,Seyranbağları Mah.
23000,2+1,90,35.0,Ankara,Çankaya,Çankaya Mah.
14000,3+1,128,30.0,Ankara,Sincan,Osmanlı Mah.
19000,3+1,120,38.0,Ankara,Yenimahalle,Demetevler Mah.
26000,3+1,150,7.0,Ankara,Sincan,Mustafa Kemal Mah.
29500,1+1,75,20.0,Ankara,Çankaya,Çukurambar Mah.
13000,2+1,110,4.0,Ankara,Mamak,Küçük Kayaş Mah.
20250,3+1,138,17.0,Ankara,Çankaya,Akpınar Mah.
35750,4+1,160,25.0,Ankara,Yenimahalle,Mehmet Akif Ersoy Mah.
18000,1+1,55,20.0,Ankara,Yenimahalle,Beştepe Mah.
14500,3+1,125,20.0,Ankara,Polatlı,Zafer Mah.
16650,3+1,120,17.0,Ankara,Sincan,Osmanlı Mah.
23000,2+1,95,35.0,Ankara,Çankaya,İleri Mah.
31000,3+1,130,45.0,Ankara,Çankaya,Yukarı Bahçelievler Mah.
35000,2+1,70,,Ankara,Çankaya,Emek Mah.
42000,3+1,130,35.0,Ankara,Çankaya,Aziziye Mah.
68000,1+1,80,7.0,Ankara,Çankaya,Gaziosmanpaşa Mah.
35000,2+1,90,,Ankara,Çankaya,Emek Mah.
28500,2+1,70,6.0,Ankara,Çankaya,Maltepe Mah.
18000,2+1,85,20.0,Ankara,Çankaya,Osman Temiz Mah.
35000,3+1,120,45.0,Ankara,Çankaya,Güvenevler Mah.
25000,3+1,110,31.0,Ankara,Çankaya,Seyranbağları Mah.
20000,3+1,115,40.0,Ankara,Keçiören,Pınarbaşı Mah.
20000,3+1,130,20.0,Ankara,Yenimahalle,Pamuklar Mah.
22000,2+1,100,35.0,Ankara,Çankaya,Metin Oktay Mah.
20000,3+1,115,17.0,Ankara,Mamak,Hürel Mah.
17000,3+1,120,30.0,Ankara,Keçiören,Şenlik Mah.
19000,2+1,90,42.0,Ankara,Çankaya,Tınaztepe Mah.
31000,3+1,140,35.0,Ankara,Çankaya,Bahçelievler Mah.
41500,3+1,130,30.0,Ankara,Çankaya,Koru Mah.
23000,2+1,85,50.0,Ankara,Çankaya,100. Yıl Mah.
25000,3+1,89,45.0,Ankara,Çankaya,Emek Mah.
22000,2+1,110,24.0,Ankara,Çankaya,İlkadım Mah.
25000,3+1,100,31.0,Ankara,Altındağ,Aydınlıkevler Mah.
23000,2+1,85,35.0,Ankara,Çankaya,Çamlıtepe Mah.
29000,1+1,80,4.0,Ankara,Çankaya,Kazım Özalp Mah.
12000,1+1,60,,Ankara,Çubuk,Esenboğa Merkez Mah.
14000,1+1,80,45.0,Ankara,Çankaya,Tınaztepe Mah.
30000,1+1,88,1.0,Ankara,Yenimahalle,Emniyet Mah.
41000,1+1,77,4.0,Ankara,Çankaya,Yukarı Dikmen Mah.
15000,3+1,140,20.0,Ankara,Sincan,Ahi Evran Mah.
36000,4+1,190,121.0,Ankara,Çankaya,Yaşamkent Mah.
70000,5+1,300,15.0,Ankara,Çankaya,Kazım Özalp Mah.
18000,3+1,120,40.0,Ankara,Keçiören,Adnan Menderes Mah.
15000,3+1,135,17.0,Ankara,Polatlı,Gazi Mah.
24000,2+1,86,28.0,Ankara,Etimesgut,Şeyh Şamil Mah.
22500,2+1,90,35.0,Ankara,Çankaya,Arka Topraklık Mah.
37500,1+1,78,12.0,Ankara,Çankaya,Oran Mah.
27500,3+1,170,11.0,Ankara,Çankaya,Sancak Mah.
24000,2+1,90,35.0,Ankara,Çankaya,Emek Mah.
15000,2+1,95,12.0,Ankara,Sincan,Tandoğan Mah.
18000,3+1,130,15.0,Ankara,Sincan,Tandoğan Mah.
21000,1+1,47,1.0,Ankara,Gölbaşı,İncek Mah.
30000,3+1,140,15.0,Ankara,Çankaya,Cevizlidere Mah.
37000,3+1,130,20.0,Ankara,Çankaya,Keklik Pınarı Mah.
30000,3+1,140,22.0,Ankara,Keçiören,Ayvalı Mah.
25000,3+1,130,25.0,Ankara,Çankaya,Gökkuşağı Mah.
20000,3+1,150,7.0,Ankara,Yenimahalle,Burç Mah.
15000,1+1,90,,Ankara,Keçiören,Ovacık Mah.
16900,3+1,120,18.0,Ankara,Mamak,Saimekadın Mah.
36000,3+1,120,38.0,Ankara,Çankaya,Çankaya Mah.
17500,3+1,100,35.0,Ankara,Keçiören,Emrah Mah.
30000,4+1,150,4.0,Ankara,Sincan,Törekent Mah.
47500,4+1,140,30.0,Ankara,Çankaya,Yukarı Bahçelievler Mah.
22000,1+1,80,45.0,Ankara,Çankaya,Yücetepe Mah.
22000,3+1,90,27.0,Ankara,Etimesgut,Tunahan Mah.
25000,3+1,160,,Ankara,Mamak,General Zeki Doğan Mah.
15000,3+1,110,18.0,Ankara,Mamak,General Zeki Doğan Mah.
59000,4+1,180,,Ankara,Çankaya,Alacaatlı Mah.
18000,3+1,140,18.0,Ankara,Keçiören,Esertepe Mah.
15000,3+1,125,25.0,Ankara,Mamak,Demirlibahçe Mah.
25000,2+1,105,30.0,Ankara,Yenimahalle,Demetlale Mah.
28000,3+1,110,12.0,Ankara,Altındağ,Aydınlıkevler Mah.
12000,2+1,95,2.0,Ankara,Mamak,Diriliş Mah.
35000,1+1,80,15.0,Ankara,Çankaya,İşçi Blokları Mah.
18500,1+1,55,35.0,Ankara,Yenimahalle,Emniyet Mah.
19500,3+1,120,19.0,Ankara,Çankaya,Huzur Mah.
28500,3+1,140,50.0,Ankara,Çankaya,Güvenevler Mah.
21000,4+1,170,13.0,Ankara,Keçiören,Uyanış Mah.
25000,3+1,110,25.0,Ankara,Çankaya,Balgat Mah.
17000,1+1,84,10.0,Ankara,Etimesgut,Yapracık Mah.
40000,2+1,90,,Ankara,Çankaya,Bahçelievler Mah.
27000,1+1,45,6.0,Ankara,Çankaya,Emek Mah.
25500,3+1,110,20.0,Ankara,Çankaya,Huzur Mah.
18500,3+1,120,30.0,Ankara,Keçiören,Ayvalı Mah.
45000,1+1,60,,Ankara,Çankaya,Yukarı Bahçelievler Mah.
22000,3+1,120,35.0,Ankara,Çankaya,İlkadım Mah.
27000,3+1,110,45.0,Ankara,Çankaya,Ayrancı Mah.
24000,3+1,115,30.0,Ankara,Yenimahalle,Yeni Batı Mah.
20000,3+1,135,15.0,Ankara,Etimesgut,Süvari Mah.
7500,1+1,65,8.0,Ankara,Mamak,Zirvekent Mah.
27000,3+1,120,31.0,Ankara,Yenimahalle,Demetlale Mah.
26000,2+1,65,4.0,Ankara,Çankaya,Mutlukent Mah.
22000,3+1,135,20.0,Ankara,Gölbaşı,Şafak Mah.
20000,2+1,100,25.0,Ankara,Çankaya,Aşağı Öveçler Mah.
20000,1+1,85,22.0,Ankara,Çankaya,Kırkkonaklar Mah.
19000,2+1,110,23.0,Ankara,Çankaya,Osman Temiz Mah.
15000,3+1,108,30.0,Ankara,Mamak,Aşık Veysel Mah.
20000,2+1,85,30.0,Ankara,Yenimahalle,Kentkoop Mah.
14000,2+1,94,15.0,Ankara,Etimesgut,Turkuaz Mah.
27000,3+1,125,45.0,Ankara,Çankaya,Çankaya Mah.
27000,2+1,85,37.0,Ankara,Çankaya,Tınaztepe Mah.
34000,1+1,50,2.0,Ankara,Yenimahalle,Mehmet Akif Ersoy Mah.
21000,3+1,140,10.0,Ankara,Etimesgut,Alsancak Mah.
20500,3+1,100,20.0,Ankara,Çankaya,Yukarı Öveçler Mah.
15500,2+1,90,28.0,Ankara,Çankaya,Naci Çakır Mah.
22000,3+1,130,12.0,Ankara,Mamak,Altıağaç Mah.
15000,1+1,65,25.0,Ankara,Yenimahalle,Özevler Mah.
26000,3+1,140,3.0,Ankara,Mamak,Cengizhan Mah.
46000,3+1,150,40.0,Ankara,Çankaya,Aziziye Mah.
22500,2+1,120,15.0,Ankara,Etimesgut,Ahi Mesut Mah.
32500,3+1,140,40.0,Ankara,Çankaya,Çankaya Mah.
30000,3+1,110,38.0,Ankara,Keçiören,Aşağı Eğlence Mah.
25000,2+1,85,30.0,Ankara,Çankaya,Aşağı Öveçler Mah.
27500,3+1,110,49.0,Ankara,Çankaya,Kültür Mah.
120000,4+1,450,20.0,Ankara,Çankaya,Oran Mah.
21000,1+1,60,3.0,Ankara,Yenimahalle,Yuvaköy Mah.
15000,3+1,105,25.0,Ankara,Çankaya,Kültür Mah.
18000,3+1,115,50.0,Ankara,Çankaya,Cebeci Mah.
12000,3+1,145,25.0,Ankara,Polatlı,Cumhuriyet Mah.
16000,3+1,130,15.0,Ankara,Keçiören,Etlik Mah.
16000,3+1,137,12.0,Ankara,Etimesgut,Yapracık Mah.
15000,3+1,125,5.0,Ankara,Keçiören,Şehit Kubilay Mah.
15000,3+1,130,16.0,Ankara,Altındağ,Karapürçek Mah.
22000,2+1,90,35.0,Ankara,Yenimahalle,Beştepe Mah.
27500,3+1,135,19.0,Ankara,Etimesgut,Ahi Mesut Mah.
25000,3+1,110,20.0,Ankara,Çankaya,Bayraktar Mah.
16500,3+1,125,10.0,Ankara,Mamak,Akşemsettin Mah.
52000,3+1,145,12.0,Ankara,Çankaya,Dumlupınar Mah.
26000,3+1,120,50.0,Ankara,Çankaya,Fidanlık Mah.
35000,3+1,125,30.0,Ankara,Çankaya,Gaziosmanpaşa Mah.
28000,3+1,105,35.0,Ankara,Çankaya,Fidanlık Mah.
26000,3+1,160,19.0,Ankara,Yenimahalle,Varlık Mah.
30000,2+1,50,30.0,Ankara,Çankaya,Küçükesat Mah.
25000,2+1,90,30.0,Ankara,Çankaya,Tınaztepe Mah.
54500,5+2,360,16.0,Ankara,Çankaya,Kırkkonaklar Mah.
31000,2+1,99,40.0,Ankara,Çankaya,İşçi Blokları Mah.
26500,1+1,55,5.0,Ankara,Yenimahalle,Mehmet Akif Ersoy Mah.
25000,2+1,80,5.0,Ankara,Çankaya,Malazgirt Mah.
15500,2+1,85,35.0,Ankara,Çankaya,Arka Topraklık Mah.
17000,3+1,94,32.0,Ankara,Yenimahalle,Ergenekon Mah.
2450000,3+1,135,39.0,Ankara,Yenimahalle,Demetlale Mah.
25000,1+1,50,,Ankara,Gölbaşı,Kızılcaşar Mah.
27500,1+1,45,1.0,Ankara,Çankaya,Gaziosmanpaşa Mah.
22250,2+1,115,40.0,Ankara,Çankaya,Mebusevleri Mah.
23750,2+1,90,20.0,Ankara,Çankaya,İlkadım Mah.
21000,3+1,110,30.0,Ankara,Çankaya,Harbiye Mah.
25000,1+1,60,56.0,Ankara,Çankaya,Remzi Oğuz Arık Mah.
16000,3+1,125,25.0,Ankara,Sincan,Selçuklu Mah.
23500,3+1,115,40.0,Ankara,Çankaya,Bayraktar Mah.
27500,3+1,140,8.0,Ankara,Çankaya,Ön Cebeci Mah.
